[Thursday/September 26/09/2024 21:45:54] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/7. OOP Part 1 - Classes, Constructors and Inheritance/1. Introduction.mp4 | length=36.778 | time=0
[Thursday/September 26/09/2024 21:45:58] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/6. Control Flow Statements/1. Introduction.mp4 | length=38.442 | time=0
[Thursday/September 26/09/2024 21:46:04] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/5. Java Tutorial Expressions, Statements, Code blocks, Methods and more/1. Introduction.mp4 | length=31.722 | time=0
[Thursday/September 26/09/2024 21:47:34] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/1. Introduction/1. Getting Started With This Course.mp4 | length=478.741 | time=13.433333333333
[Thursday/September 26/09/2024 21:47:44] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/16. Concurrency in Java/1. Concurrency and Threads Introduction.mp4 | length=419.605 | time=9.0333333333333
[Thursday/September 26/09/2024 21:47:45] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/16. Concurrency in Java/1. Concurrency and Threads Introduction.mp4 | length=419.605 | time=0
[Thursday/September 26/09/2024 21:47:53] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/15. Basic Input & Output including java.util/1. Exceptions.mp4 | length=840.405 | time=0
[Thursday/September 26/09/2024 21:49:24] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/14. JavaFX/1. Introduction.mp4 | length=1051.626 | time=5.7
[Thursday/September 26/09/2024 21:49:24] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/14. JavaFX/1. Introduction.mp4 | length=1051.626 | time=0
[Thursday/September 26/09/2024 21:49:30] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/4. Variables, Datatypes and Operators/1. Introduction.mp4 | length=27.157 | time=23.3
[Sunday/October 06/10/2024 20:26:02] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/1. Introduction/1. Getting Started With This Course.mp4 | length=478.741 | time=1.7
[Sunday/October 06/10/2024 20:26:02] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/1. Introduction/1. Getting Started With This Course.mp4 | length=478.741 | time=0
[Sunday/October 06/10/2024 20:26:20] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/4. Variables, Datatypes and Operators/1. Introduction.mp4 | length=27.157 | time=25.8
[Sunday/October 06/10/2024 20:26:20] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/4. Variables, Datatypes and Operators/1. Introduction.mp4 | length=27.157 | time=0
[Sunday/October 06/10/2024 20:27:21] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/4. Variables, Datatypes and Operators/2. What Are Variables.mp4 | length=913.77 | time=913.77
[Sunday/October 06/10/2024 20:27:21] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/4. Variables, Datatypes and Operators/2. What Are Variables.mp4 | length=913.77 | time=0
[Sunday/October 06/10/2024 20:43:42] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/4. Variables, Datatypes and Operators/3. Getting To Know Primitive Data Types - The Byte, Short, Int And Long.mp4 | length=1125.141 | time=321.1
[Sunday/October 06/10/2024 20:43:42] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/4. Variables, Datatypes and Operators/3. Getting To Know Primitive Data Types - The Byte, Short, Int And Long.mp4 | length=1125.141 | time=0
[Sunday/October 06/10/2024 20:43:57] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/4. Variables, Datatypes and Operators/4. Getting To Know Primitive Data Types - Float And Double.mp4 | length=777.664 | time=1.1
[Sunday/October 06/10/2024 20:44:25] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/4. Variables, Datatypes and Operators/4. Getting To Know Primitive Data Types - Float And Double.mp4 | length=777.664 | time=80.5
[Sunday/October 06/10/2024 20:46:16] /mnt/d/Tutorials/Udemy - Complete Java 10 Masterclass/4. Variables, Datatypes and Operators/4. Getting To Know Primitive Data Types - Float And Double.mp4 | length=777.664 | time=0
[Sunday/October 20/10/2024 09:39:08] ./00001.mp4 | length=1301.9733333333 | time=1.4
[Sunday/October 20/10/2024 09:39:15] ./00002.mp4 | length=506.28266666667 | time=0
[Sunday/October 20/10/2024 09:39:16] ./00003.mp4 | length=963.11466666667 | time=0
[Sunday/October 20/10/2024 09:39:28] ./00004.mp4 | length=613.568 | time=1.6333333333333
[Sunday/October 20/10/2024 09:45:27] /mnt/d/Tutorials/Neetcode/Advanced Algorithms/8. Segment Tree.mp4 | length=1634.176 | time=1.5333333333333
[Sunday/October 20/10/2024 09:45:33] /mnt/d/Tutorials/Neetcode/Advanced Algorithms/0.1.Sliding Window Fixed Size | length=506.28266666667 | time=1.2666666666667
[Sunday/October 20/10/2024 09:46:36] ./0.1.Sliding Window Fixed Size | length=506.28266666667 | time=6.8
[Sunday/October 20/10/2024 09:48:02] ./0.Kadanes Algorithm | length=1301.9733333333 | time=9.7333333333333
[Sunday/October 20/10/2024 10:55:51] ./0.Kadanes Algorithm | length=1301.9733333333 | time=13.066666666667
[Sunday/October 20/10/2024 10:55:52] ./1.Sliding Window Fixed Size | length=506.28266666667 | time=0
